138.32,151.75,82.882,130.48,109.21,71.392,70.697,78.44,134.29,75.528,156.7,144.61,87.891,132.25,101.76,82.466,92.333,129.16,79.17,151.43,145.82,143.2,92.002,115.26,76.274,88.939,134.14,73.535,135.88,144.22,144.17,93.035,105.51,146.85,87.446,97.827,86.453,92.605,118.18,89.275,133.15,90.984,144.79,83.287,141.44,150.12,149.71,107.22,151.78,91.612,97.195,91.334,101.93,99.758,98.908
93.178,101.6,135.87,108.55,51.861,132.03,119.36,130.06,68.882,125.84,94.504,115.78,145,118.63,59.477,138.32,129.33,67.697,135.19,93.068,105.59,97.888,135.84,63.117,130.82,124.91,62.826,124.2,91.196,88.976,107.22,135.57,147.09,110.23,55.712,136.25,131.08,140.15,61.941,142.37,99.288,121.73,75.033,121.76,97.253,96.479,108.08,150.96,111.1,59.106,144.6,132.39,138.76,62.426,143.74
123.92,121.66,132.39,133.26,64.435,126.16,112.93,119.2,82.889,117.86,123.63,120.7,138.7,137.53,66.983,139.97,127.56,84.226,118.79,124.96,124.74,128.75,113.4,77.011,106.23,109.91,105.54,107.23,116.06,127.24,136.39,112.46,130.5,139.78,70.862,129.19,111.68,115.8,98.789,116.16,115.49,106.83,115.02,101.17,117.39,130.55,132.19,136.17,138.5,70.695,136.88,117.02,129.49,72.963,122.42
141.64,134.48,86.073,121.19,82.894,92.032,78.108,78.206,115.05,79.858,132.84,128.14,99.553,134.92,81.958,92.016,97.873,113.47,84.232,130.24,127.69,131.4,89.162,91.789,91.99,86.23,108.83,82.207,108.17,120.94,119.74,102.91,108.48,133.45,73.057,108.69,92.717,92.441,101.23,94.961,103.79,89.562,116.81,81.255,114.5,122.19,115.71,111.79,143.99,77.303,109.36,94.239,96.199,77.746,103.72
96.317,99.66,121.73,107.03,41.02,118.38,104.82,105.45,58.94,105.43,98.937,101.75,121.81,110.5,44.408,115.25,111.05,54.593,114.46,82.134,84.724,95.834,104.7,50.631,109.8,92.674,61.576,99.359,82.295,84.15,88.837,117.41,125.92,92.665,35.753,123.76,109.51,114.49,52.32,118.62,79.268,106.73,59.176,103.21,85.432,77.553,91.071,133.85,93.135,41.174,131.41,122.02,131.08,40.685,129.06
97.595,102.62,128.21,101.88,42.125,118.34,108.1,120.92,54.57,123.57,80.921,99.225,130.31,102.43,44.922,130.13,120.89,59.654,119.27,77.609,92.849,99.391,119.18,56.421,118.24,112.8,69.998,108.52,95.937,91.433,102.01,120.41,131.67,107.96,43.843,125.33,114.86,122.11,60.096,122.52,92.177,109.74,71.979,110.45,94.37,86.248,98.92,142.27,103.18,50.811,142.92,126.09,130.95,51.964,133.76
142.37,143.54,89.803,129.59,94.613,88.883,80.707,86.677,117.91,82.332,141.61,139.77,91.675,132.17,95.671,95.349,88.634,122.39,84.339,141.77,142.71,146.84,91.857,113.93,80.276,90.899,129.43,74.871,125.12,140.94,134.06,93.142,98.731,141.99,91.841,96.066,88.026,97.787,115.63,89.922,126.4,89.266,126.6,81.338,129.62,142.12,137.63,110.83,150.03,83.474,104.5,101.79,102.26,95.031,105.04
74.74,86.386,127.85,88.39,36.188,125.72,117.41,124.43,44.819,124.21,70.429,85.07,123.6,82.791,37.661,134.99,121.36,44.359,127.6,65.061,86.335,73.308,135.17,37.893,133.77,126.08,41.494,124,80.987,56.469,78.271,125.22,127.09,67.751,55.743,131.67,125.37,140.2,45.612,133.74,85.732,122.42,48.285,127.12,86.519,67.968,82.34,128.75,75.109,57.514,131.91,133.95,134.42,50.862,128.35
99.017,114.91,117.64,108.87,46.619,127.92,111.01,113.1,62.561,116.21,114.83,123.48,121.42,121.36,56.705,119.16,113.49,81.347,106.1,123.44,122.15,131.29,98.844,86.589,91.213,88.773,110.58,85.438,108.25,130.55,124.18,99.436,106.34,130.41,64.455,112.37,94.423,92.916,92.141,102.03,111.05,84.606,112.92,94.657,113.52,125.59,120.16,123.04,129.77,62.445,115.42,102.94,110,73.173,110.4
104.95,116.51,94.708,109.18,28.905,98.022,84.612,76.085,55.931,85.821,98.353,109.7,100.13,115.73,36.122,103.68,86.747,68.336,87.391,97.987,102.38,110.9,72.123,62.101,66.23,58.236,89.781,61.776,98.006,104.47,118.9,81.96,88.75,114.73,42.523,99.207,85.336,68.989,80.228,71.314,93.061,63.038,99.534,65.469,101.5,108.89,106.95,100,127.12,42.705,100.04,88.849,87.779,55.04,86.021
118.03,123.13,104.37,120.14,53.591,103.76,93.974,94.405,74.652,95.096,121.14,118.35,98.069,126.65,61.943,99.262,94.567,86.769,90.371,118.31,120.74,120.8,80.257,79.477,79.847,75.564,98.588,75.063,104.2,118.31,119.49,93.764,103.8,122.84,55.5,96.166,89.974,88.396,88.544,82.712,94.89,85.718,100.82,78.945,105.78,118,113.05,111.92,121.05,48.235,109.47,91.911,105.46,54.163,109.76
