104.89,118.23,109.99,106.6,39.557,121,106.52,98.15,62.721,104.01,106.49,112.17,116.9,121.69,61.238,116.3,101.61,74.618,106.11,101.62,107.27,107.24,116.35,51.397,113.59,101.28,68.931,103.27,82.37,97.604,110.2,117.28,128.89,100.83,41.766,136.19,110.14,115.46,64.493,118.25,82.474,108.81,75.829,104.76,92.331,93.367,99.135,136.79,110.08,51.349,136.45,122.05,133.54,51.726,125.39
131.19,140.26,101.67,134.7,71.5,110.74,97.125,96.402,98.05,95.096,137.31,125.92,108.27,137.69,70.646,113.56,110.17,97.025,94.804,140.12,143.02,141.46,98.356,106.03,93.696,90.311,123.62,85.76,120.01,139.42,144.41,101.02,106.49,148.02,87.363,105.13,96.834,100.51,117.94,92.222,124.8,85.228,127.75,82.378,125.56,141.81,135.05,111.13,147.95,78.91,116.11,92.13,104.25,84.589,103.69
143.28,131.92,92.395,138.48,101.76,87.802,84.236,85.436,122.03,79.975,145.95,142.78,90.69,136.92,86.084,90.256,91.951,122.17,92.52,151.95,141.28,148.05,81.623,128.41,73.644,87.482,139.06,66.117,129.17,143.36,140.71,86.5,91.391,138.08,108.36,83.708,77.353,86.068,134.61,82.242,134.97,74.493,132.27,77.755,140.54,140.26,141.27,93.964,140.42,101.43,100.61,88.422,92.965,105.1,88.516
100.83,113.61,109.02,109.7,38.469,111.68,93.66,99.32,58.499,100.95,100.7,100.13,103.69,113.29,49.37,109.74,108.25,64.633,107.49,100.61,106.11,116.64,101.33,69.123,101.12,90.198,79.676,82.373,91.128,103.18,110.17,102.2,107.81,117.02,49.313,112.72,97.176,99.095,76.863,95.066,94.386,89.942,89.957,90.301,101.49,110.17,110.54,119.95,118.68,51.519,120.72,103.35,117.54,57.296,106.84
99.269,105.87,103.45,114.41,42.162,113.96,97.14,92.736,70.378,90.721,103.03,107.09,102.66,123.28,49.281,100.03,94.709,76.522,88.733,114.26,115.31,116.88,79.405,61.603,83.324,73.435,81.893,63.33,96.293,122.93,108.19,88.644,94.169,126.24,55.37,105.82,90.124,87.826,88.195,77.647,97.832,79.163,105.01,74.074,107.65,112.52,120.83,110.7,117.86,41.754,102.55,92.801,100.38,59.729,100.38
123.69,125.42,101.4,127.96,63.5,91.254,88.404,89.474,88.312,75.473,124.95,125.23,100.73,135.13,65.913,94.827,97.728,89.279,96.57,130.92,133.15,133.77,81.646,107.65,80.256,84.046,130.08,73.756,111.94,139.38,123.09,81.321,101.66,138.74,81.909,83.387,82.779,86.169,115.04,74.705,117.78,81.365,121.52,77.543,134.02,136.13,134,89.253,137.15,73.132,102.93,88.553,94.47,79.669,93.908
119.54,124.59,118.92,121.35,50.733,122.89,107.85,110.26,72.182,115.85,118.95,124.09,125.27,122.38,57.722,126.11,113.16,76.783,116.49,113.63,110.46,112.61,121.28,73.541,123.13,115.98,79.777,114.45,99.388,98.218,102.92,124.29,140.17,109.63,48.794,141.07,118.87,127.66,67.688,130.73,87.04,113.77,74.809,116.82,102.35,96.734,109.51,134.14,111.14,54.783,139.07,124.23,132.04,53.103,131.56
147.7,151.04,114.16,155.73,106.04,106.9,97.952,109.47,133.88,101.07,164.87,162.18,131.13,167.74,109.44,119.92,119.12,125.73,102.5,168.12,162.72,159.17,101.92,139.04,106.81,106.42,155.66,100.77,138.87,170.04,160.84,100.06,122.6,164.49,115.86,102.92,88.439,117.18,151.51,99.468,143.31,109.9,157.65,98.351,159.46,156.06,167.32,119.19,156.83,104.12,112.87,92.218,104.57,117.84,109.86
136.78,134.64,107.44,134.23,80.221,111.42,93.306,102.53,109.31,104.97,142.55,144.49,120.18,147.33,81.719,115.29,110.62,118.66,110.43,158.11,156,153.24,104.06,119.54,89.846,97.386,142.35,88.024,134.34,145.98,146.98,93.361,107.06,146.5,101.79,104.76,90.226,107.37,143.21,96.744,136.97,97.586,145.51,92.295,136.14,152.46,141.49,112.76,156.19,108.48,108.94,98.32,109.71,107.31,105.14
102.84,116.83,96.205,119.91,49.148,104,87.677,86.716,79.099,94.066,116.72,107.98,95.621,120.92,60.387,95.563,96.046,84.107,83.981,121.69,117.73,122.24,72.475,82.662,79.834,68.509,95.121,72.009,99.058,121.61,125.45,79.987,93.224,128.1,70.857,88.961,81.693,79.113,96.366,79.371,106.25,75.635,110.57,73.99,119.95,121.43,122.53,99.412,126.8,62.432,98.532,81.013,92.464,73.003,97.536
118.24,104.82,128.42,126.13,59.076,122.9,108.64,123.24,91.533,111.58,125.11,129.4,130.1,135.46,63.616,132.17,120.48,75.68,124.92,112.2,116.1,115.48,125.73,76.79,132.85,125.3,92.858,108.16,98.695,115.46,113.22,131.4,146.82,127.82,63.184,134.95,109.67,132.46,87.457,126.6,102.9,120.24,96.548,106.86,112.79,107.37,120.58,149,130.45,61.25,143.91,120.69,127.45,68.659,140.63
98.777,106.82,134.74,112.06,47.283,138.77,125.25,130.54,60.82,126.95,100.12,114.1,133.68,109.74,54.256,141.94,130.36,64.047,129.33,107.77,107.68,92.471,133.3,61.755,131.08,120.9,67.509,125.11,89.465,90.5,98.285,131.54,144.76,103.95,54.768,146.25,126.7,135.67,57.729,139.82,90.742,130.75,70.976,127.96,93.429,78.029,100.32,150.76,96.423,54.576,140.8,126.97,145.67,58.015,143.83
115.85,126.31,130.89,134.8,51.772,128.3,107.71,118.49,82.42,122.85,134.81,142.03,140.29,146.12,60.458,134.25,120.98,99.376,115.52,126.53,129.04,129.17,128.34,80.095,129.86,117.85,95.284,118.4,106.07,122.99,125.46,127.47,147.63,136.76,55.215,139.7,119.65,129.09,80.563,132.52,96.684,117.67,90.417,117.96,112.4,109.41,119.92,163.26,129.7,55.585,147.95,124.6,155.62,60.843,139.56
98.568,110.18,90.934,103.13,42.704,95.893,88.288,76.234,60.149,77.327,95.447,102.2,94.6,111.66,46.222,85.066,82.81,68.193,80.178,109.23,107.78,112.79,72.725,72.941,72.555,66.513,80.728,71.652,96.362,108.46,114.14,75.096,88.163,109.51,53.394,90.401,83.365,70.806,94.107,66.486,91.306,72.642,102.05,65.872,103.43,110.64,105.57,90.318,117.8,53.562,98.37,88.106,88.184,63.545,91.852
96.437,94.533,107.2,90.926,30.841,107.96,103.68,96.44,51.566,103.25,82.314,92.407,108.93,98.838,41.596,112.6,102.02,46.867,111.28,72.835,83.882,78.408,102.17,37.167,105.33,94.729,46.982,96.662,75.211,68.401,81.77,112.4,118.93,82.205,36.408,121.62,115.84,104.95,47.271,108.49,73.193,104.47,61.841,99.103,81.8,79.745,87.936,121.57,85.593,41.227,120.94,112.91,117.33,41.742,129.29
123.1,121.42,69.072,108.07,76.223,66.395,71.485,61.866,106.11,60.526,118.35,120.29,66.311,114.83,81.105,69.439,61.739,111.5,64.758,115.11,116.62,123.64,57.635,98.91,65.049,65.539,105.23,59.461,114.5,112.16,103.91,69.647,78.24,113.39,71.651,77.688,69.121,65.154,100.72,62.741,108.37,66.027,111.1,52.997,107.72,118.92,121.84,81.523,120.49,68.063,84.774,73.751,75.563,86.445,81.342
104.2,111.44,97.983,109.9,42.811,105.08,92.39,88.532,60.875,81.735,100.86,99.959,103.91,119.78,46.569,102.09,99.072,74.442,97.194,107.92,119.64,116.29,85.253,79.394,72.123,65.51,98.732,69.96,100.95,118.75,119.87,90.119,91.146,120.68,62.043,100.27,86.436,83.983,93.581,80.112,100.17,75.815,105.13,67.24,103.94,119.71,115.13,107.06,121.96,49.908,105.29,86.742,100.36,65.846,104.78
140.65,131.81,123,142.31,70.043,130.5,109.08,115.16,109.24,110.27,141.88,142.99,140.21,156.91,77.482,130.95,127.83,103.7,123.31,135.15,140.45,140.73,122.23,86.702,121.9,111.49,96.606,105.31,109.21,119.09,128.62,130.61,142.04,129.35,59.599,143.91,119.74,141.04,88.805,130.83,100.67,119.15,97.966,107.49,117.66,128.17,126.02,150.28,132.8,62.181,140.66,123.89,136.99,74.271,136.93
